,file,path,age,gender,age_bag
18859,"['256875-1.jpg', '237430-0.jpg', '104406-4.jpg', '100943-0.jpg']","['20/112/256875-1.jpg', '20/111/237430-0.jpg', '20/111/104406-4.jpg', '20/112/100943-0.jpg']","['20', '20', '20', '20']","['female', 'male', 'male', 'female']","""20"""
18035,"['161221-0.jpg', '143594-0.jpg', '207365-0.jpg', '89106-0.jpg']","['27/111/161221-0.jpg', '27/112/143594-0.jpg', '25/112/207365-0.jpg', '21/111/89106-0.jpg']","['27', '27', '25', '21']","['male', 'female', 'female', 'male']","""27"""
16529,"['225460-0.jpg', '214788-0.jpg', '217801-0.jpg', '260896-0.jpg']","['21/112/225460-0.jpg', '21/112/214788-0.jpg', '21/112/217801-0.jpg', '20/112/260896-0.jpg']","['21', '21', '21', '20']","['female', 'female', 'female', 'female']","""21"""
5397,"['15987-0.jpg', '140205-0.jpg', '161916-0.jpg', '203981-0.jpg']","['28/112/15987-0.jpg', '28/111/140205-0.jpg', '23/112/161916-0.jpg', '23/112/203981-0.jpg']","['28', '28', '23', '23']","['female', 'male', 'female', 'female']","""28"""
8397,"['49764-0.jpg', '259036-0.jpg', '244968-1.jpg', '39590-0.jpg']","['18/111/49764-0.jpg', '18/112/259036-0.jpg', '18/111/244968-1.jpg', '18/111/39590-0.jpg']","['18', '18', '18', '18']","['male', 'female', 'male', 'male']","""18"""
22894,"['201994-1.jpg', '195668-0.jpg', '33749-0.jpg', '26505-5.jpg']","['23/111/201994-1.jpg', '23/111/195668-0.jpg', '22/112/33749-0.jpg', '22/111/26505-5.jpg']","['23', '23', '22', '22']","['male', 'male', 'female', 'male']","""23"""
4477,"['150188-0.jpg', '77115-1.jpg', '35175-2.jpg', '38606-1.jpg']","['25/112/150188-0.jpg', '25/111/77115-1.jpg', '21/112/35175-2.jpg', '21/111/38606-1.jpg']","['25', '25', '21', '21']","['female', 'male', 'female', 'male']","""25"""
22807,"['74004-0.jpg', '179941-0.jpg', '157209-0.jpg', '24398-4.jpg']","['26/112/74004-0.jpg', '26/111/179941-0.jpg', '24/111/157209-0.jpg', '23/111/24398-4.jpg']","['26', '26', '24', '23']","['female', 'male', 'male', 'male']","""26"""
3652,"['56468-0.jpg', '287777-0.jpg', '277721-0.jpg', '51658-0.jpg']","['18/112/56468-0.jpg', '18/112/287777-0.jpg', '18/111/277721-0.jpg', '18/112/51658-0.jpg']","['18', '18', '18', '18']","['female', 'female', 'male', 'female']","""18"""
153,"['268025-0.jpg', '105456-0.jpg', '54527-1.jpg', '270215-0.jpg']","['20/112/268025-0.jpg', '20/111/105456-0.jpg', '18/112/54527-1.jpg', '18/111/270215-0.jpg']","['20', '20', '18', '18']","['female', 'male', 'female', 'male']","""20"""
7954,"['289693-0.jpg', '221859-0.jpg', '250006-0.jpg', '52473-0.jpg']","['19/111/289693-0.jpg', '19/111/221859-0.jpg', '19/112/250006-0.jpg', '19/112/52473-0.jpg']","['19', '19', '19', '19']","['male', 'male', 'female', 'female']","""19"""
22381,"['27069-0.jpg', '188361-0.jpg', '89963-1.jpg', '87751-0.jpg']","['22/111/27069-0.jpg', '22/112/188361-0.jpg', '22/111/89963-1.jpg', '22/112/87751-0.jpg']","['22', '22', '22', '22']","['male', 'female', 'male', 'female']","""22"""
19893,"['239075-1.jpg', '237467-0.jpg', '206760-0.jpg', '243611-0.jpg']","['20/111/239075-1.jpg', '20/112/237467-0.jpg', '20/111/206760-0.jpg', '20/111/243611-0.jpg']","['20', '20', '20', '20']","['male', 'female', 'male', 'male']","""20"""
16266,"['37645-0.jpg', '213203-0.jpg', '213653-0.jpg', '221479-0.jpg']","['20/112/37645-0.jpg', '20/111/213203-0.jpg', '19/112/213653-0.jpg', '20/112/221479-0.jpg']","['20', '20', '19', '20']","['female', 'male', 'female', 'female']","""20"""
12007,"['261795-3.jpg', '246661-0.jpg', '237084-0.jpg', '264261-0.jpg']","['19/112/261795-3.jpg', '19/111/246661-0.jpg', '19/111/237084-0.jpg', '19/112/264261-0.jpg']","['19', '19', '19', '19']","['female', 'male', 'male', 'female']","""19"""
15090,"['268658-0.jpg', '209663-0.jpg', '210930-0.jpg', '239848-0.jpg']","['20/112/268658-0.jpg', '20/112/209663-0.jpg', '20/112/210930-0.jpg', '20/112/239848-0.jpg']","['20', '20', '20', '20']","['female', 'female', 'female', 'female']","""20"""
13064,"['436210-0.jpg', '130413-0.jpg', '29656-0.jpg', '145260-0.jpg']","['30/112/436210-0.jpg', '30/112/130413-0.jpg', '20/111/29656-0.jpg', '26/111/145260-0.jpg']","['30', '30', '20', '26']","['female', 'female', 'male', 'male']","""30"""
19961,"['448185-0.jpg', '9658-1.jpg', '190515-0.jpg', '158976-0.jpg']","['29/111/448185-0.jpg', '29/112/9658-1.jpg', '21/111/190515-0.jpg', '24/112/158976-0.jpg']","['29', '29', '21', '24']","['male', 'female', 'male', 'female']","""29"""
7291,"['247244-0.jpg', '269205-0.jpg', '237413-0.jpg', '112850-15.jpg']","['19/111/247244-0.jpg', '19/112/269205-0.jpg', '19/111/237413-0.jpg', '19/112/112850-15.jpg']","['19', '19', '19', '19']","['male', 'female', 'male', 'female']","""19"""
157,"['68269-0.jpg', '447883-1.jpg', '133275-2.jpg', '211837-0.jpg']","['29/111/68269-0.jpg', '29/111/447883-1.jpg', '28/111/133275-2.jpg', '19/111/211837-0.jpg']","['29', '29', '28', '19']","['male', 'male', 'male', 'male']","""29"""
17080,"['173487-0.jpg', '81663-0.jpg', '220147-0.jpg', '91418-0.jpg']","['22/111/173487-0.jpg', '22/111/81663-0.jpg', '22/112/220147-0.jpg', '21/112/91418-0.jpg']","['22', '22', '22', '21']","['male', 'male', 'female', 'female']","""22"""
3023,"['176281-1.jpg', '25923-0.jpg', '106461-0.jpg', '257902-0.jpg']","['23/111/176281-1.jpg', '23/111/25923-0.jpg', '20/112/106461-0.jpg', '20/112/257902-0.jpg']","['23', '23', '20', '20']","['male', 'male', 'female', 'female']","""23"""
12946,"['318450-0.jpg', '132358-0.jpg', '145868-0.jpg', '219627-0.jpg']","['28/112/318450-0.jpg', '28/111/132358-0.jpg', '25/111/145868-0.jpg', '21/111/219627-0.jpg']","['28', '28', '25', '21']","['female', 'male', 'male', 'male']","""28"""
22826,"['181715-0.jpg', '90576-0.jpg', '214253-0.jpg', '161874-0.jpg']","['25/111/181715-0.jpg', '25/111/90576-0.jpg', '23/111/214253-0.jpg', '25/112/161874-0.jpg']","['25', '25', '23', '25']","['male', 'male', 'male', 'female']","""25"""
6747,"['157512-0.jpg', '10298-0.jpg', '43310-0.jpg', '24436-22.jpg']","['30/111/157512-0.jpg', '30/111/10298-0.jpg', '19/111/43310-0.jpg', '24/112/24436-22.jpg']","['30', '30', '19', '24']","['male', 'male', 'male', 'female']","""30"""
6081,"['254870-0.jpg', '193458-0.jpg', '252696-0.jpg', '52988-0.jpg']","['20/112/254870-0.jpg', '20/112/193458-0.jpg', '20/111/252696-0.jpg', '18/112/52988-0.jpg']","['20', '20', '20', '18']","['female', 'female', 'male', 'female']","""20"""
10152,"['252173-1.jpg', '259909-0.jpg', '293040-0.jpg', '292173-0.jpg']","['18/111/252173-1.jpg', '18/112/259909-0.jpg', '18/112/293040-0.jpg', '18/112/292173-0.jpg']","['18', '18', '18', '18']","['male', 'female', 'female', 'female']","""18"""
11815,"['942-0.jpg', '240072-0.jpg', '239267-0.jpg', '96094-0.jpg']","['19/112/942-0.jpg', '19/111/240072-0.jpg', '19/111/239267-0.jpg', '19/112/96094-0.jpg']","['19', '19', '19', '19']","['female', 'male', 'male', 'female']","""19"""
9128,"['13847-1.jpg', '146357-0.jpg', '69775-0.jpg', '17529-0.jpg']","['28/112/13847-1.jpg', '28/111/146357-0.jpg', '28/111/69775-0.jpg', '24/111/17529-0.jpg']","['28', '28', '28', '24']","['female', 'male', 'male', 'male']","""28"""
16779,"['180254-0.jpg', '72713-0.jpg', '184907-0.jpg', '80514-0.jpg']","['23/111/180254-0.jpg', '23/112/72713-0.jpg', '22/111/184907-0.jpg', '21/111/80514-0.jpg']","['23', '23', '22', '21']","['male', 'female', 'male', 'male']","""23"""
17212,"['86620-17.jpg', '169722-0.jpg', '95295-0.jpg', '211039-0.jpg']","['22/111/86620-17.jpg', '22/111/169722-0.jpg', '20/111/95295-0.jpg', '21/112/211039-0.jpg']","['22', '22', '20', '21']","['male', 'male', 'male', 'female']","""22"""
8573,"['197788-1.jpg', '13804-0.jpg', '167022-0.jpg', '201563-0.jpg']","['24/111/197788-1.jpg', '24/111/13804-0.jpg', '24/111/167022-0.jpg', '23/111/201563-0.jpg']","['24', '24', '24', '23']","['male', 'male', 'male', 'male']","""24"""
16303,"['250759-0.jpg', '229531-0.jpg', '284686-0.jpg', '292513-1.jpg']","['19/112/250759-0.jpg', '19/111/229531-0.jpg', '19/111/284686-0.jpg', '19/112/292513-1.jpg']","['19', '19', '19', '19']","['female', 'male', 'male', 'female']","""19"""
13049,"['271541-0.jpg', '38058-0.jpg', '193876-0.jpg', '40207-0.jpg']","['21/112/271541-0.jpg', '21/112/38058-0.jpg', '21/112/193876-0.jpg', '19/111/40207-0.jpg']","['21', '21', '21', '19']","['female', 'female', 'female', 'male']","""21"""
