,file,path,age,gender,age_bag
18347,"['153984-1.jpg', '214915-0.jpg', '101766-0.jpg', '144470-0.jpg']","['25/111/153984-1.jpg', '25/111/214915-0.jpg', '23/112/101766-0.jpg', '25/111/144470-0.jpg']","['25', '25', '23', '25']","['male', 'male', 'female', 'male']","""25"""
21397,"['76666-0.jpg', '164876-0.jpg', '158244-1.jpg', '187902-2.jpg']","['25/111/76666-0.jpg', '25/112/164876-0.jpg', '23/111/158244-1.jpg', '25/112/187902-2.jpg']","['25', '25', '23', '25']","['male', 'female', 'male', 'female']","""25"""
5799,"['134199-0.jpg', '130865-0.jpg', '32324-0.jpg', '139698-0.jpg']","['29/111/134199-0.jpg', '29/112/130865-0.jpg', '23/112/32324-0.jpg', '27/111/139698-0.jpg']","['29', '29', '23', '27']","['male', 'female', 'female', 'male']","""29"""
14115,"['189004-0.jpg', '40913-1.jpg', '245834-0.jpg', '253415-0.jpg']","['21/112/189004-0.jpg', '21/112/40913-1.jpg', '20/111/245834-0.jpg', '20/112/253415-0.jpg']","['21', '21', '20', '20']","['female', 'female', 'male', 'female']","""21"""
3964,"['281448-0.jpg', '45894-1.jpg', '108399-0.jpg', '35601-1.jpg']","['18/111/281448-0.jpg', '18/112/45894-1.jpg', '18/112/108399-0.jpg', '18/111/35601-1.jpg']","['18', '18', '18', '18']","['male', 'female', 'female', 'male']","""18"""
18155,"['166984-3.jpg', '161358-0.jpg', '157417-1.jpg', '182889-0.jpg']","['25/111/166984-3.jpg', '25/111/161358-0.jpg', '24/112/157417-1.jpg', '25/111/182889-0.jpg']","['25', '25', '24', '25']","['male', 'male', 'female', 'male']","""25"""
13185,"['138785-0.jpg', '72590-0.jpg', '220987-2.jpg', '84439-1.jpg']","['27/111/138785-0.jpg', '27/111/72590-0.jpg', '20/112/220987-2.jpg', '25/111/84439-1.jpg']","['27', '27', '20', '25']","['male', 'male', 'female', 'male']","""27"""
15597,"['78020-0.jpg', '85170-1.jpg', '20270-1.jpg', '219455-0.jpg']","['27/111/78020-0.jpg', '27/112/85170-1.jpg', '25/111/20270-1.jpg', '23/111/219455-0.jpg']","['27', '27', '25', '23']","['male', 'female', 'male', 'male']","""27"""
138,"['85620-0.jpg', '89627-0.jpg', '217800-0.jpg', '253967-1.jpg']","['22/111/85620-0.jpg', '22/111/89627-0.jpg', '22/112/217800-0.jpg', '18/111/253967-1.jpg']","['22', '22', '22', '18']","['male', 'male', 'female', 'male']","""22"""
13995,"['232821-0.jpg', '110293-0.jpg', '201742-0.jpg', '215336-0.jpg']","['21/112/232821-0.jpg', '21/112/110293-0.jpg', '21/111/201742-0.jpg', '20/111/215336-0.jpg']","['21', '21', '21', '20']","['female', 'female', 'male', 'male']","""21"""
13054,"['146587-0.jpg', '9739-0.jpg', '234831-0.jpg', '95450-1.jpg']","['26/111/146587-0.jpg', '26/111/9739-0.jpg', '21/111/234831-0.jpg', '21/111/95450-1.jpg']","['26', '26', '21', '21']","['male', 'male', 'male', 'male']","""26"""
18054,"['68013-0.jpg', '321662-0.jpg', '105487-0.jpg', '178834-0.jpg']","['30/111/68013-0.jpg', '30/111/321662-0.jpg', '22/112/105487-0.jpg', '22/111/178834-0.jpg']","['30', '30', '22', '22']","['male', 'male', 'female', 'male']","""30"""
15740,"['162100-0.jpg', '141795-0.jpg', '98207-0.jpg', '14507-0.jpg']","['28/112/162100-0.jpg', '28/111/141795-0.jpg', '23/111/98207-0.jpg', '23/111/14507-0.jpg']","['28', '28', '23', '23']","['female', 'male', 'male', 'male']","""28"""
