,file,path,age,gender,age_bag
15877,"['141943-0.jpg', '173399-0.jpg', '163531-0.jpg', '183653-1.jpg']","['26/111/141943-0.jpg', '26/112/173399-0.jpg', '24/112/163531-0.jpg', '22/111/183653-1.jpg']","['26', '26', '24', '22']","['male', 'female', 'female', 'male']","""26"""
21830,"['7902-0.jpg', '73489-0.jpg', '215263-0.jpg', '155181-0.jpg']","['27/111/7902-0.jpg', '27/112/73489-0.jpg', '21/112/215263-0.jpg', '24/111/155181-0.jpg']","['27', '27', '21', '24']","['male', 'female', 'female', 'male']","""27"""
15873,"['5738-0.jpg', '445871-0.jpg', '312302-0.jpg', '190414-0.jpg']","['30/111/5738-0.jpg', '30/112/445871-0.jpg', '28/111/312302-0.jpg', '24/112/190414-0.jpg']","['30', '30', '28', '24']","['male', 'female', 'male', 'female']","""30"""
22718,"['217075-0.jpg', '228049-0.jpg', '189686-0.jpg', '81473-0.jpg']","['23/111/217075-0.jpg', '23/111/228049-0.jpg', '22/111/189686-0.jpg', '22/111/81473-0.jpg']","['23', '23', '22', '22']","['male', 'male', 'male', 'male']","""23"""
79,"['128847-0.jpg', '450442-0.jpg', '18861-0.jpg', '179017-2.jpg']","['29/112/128847-0.jpg', '29/112/450442-0.jpg', '26/111/18861-0.jpg', '22/111/179017-2.jpg']","['29', '29', '26', '22']","['female', 'female', 'male', 'male']","""29"""
17752,"['197341-0.jpg', '30858-0.jpg', '106828-0.jpg', '219318-0.jpg']","['23/111/197341-0.jpg', '23/111/30858-0.jpg', '22/112/106828-0.jpg', '22/111/219318-0.jpg']","['23', '23', '22', '22']","['male', 'male', 'female', 'male']","""23"""
5344,"['4787-0.jpg', '444610-0.jpg', '228636-0.jpg', '185073-0.jpg']","['29/111/4787-0.jpg', '29/111/444610-0.jpg', '21/112/228636-0.jpg', '22/112/185073-0.jpg']","['29', '29', '21', '22']","['male', 'male', 'female', 'female']","""29"""
21435,"['74062-1.jpg', '171096-0.jpg', '31501-0.jpg', '171464-0.jpg']","['24/111/74062-1.jpg', '24/112/171096-0.jpg', '24/111/31501-0.jpg', '22/111/171464-0.jpg']","['24', '24', '24', '22']","['male', 'female', 'male', 'male']","""24"""
6619,"['131579-0.jpg', '145569-0.jpg', '172143-0.jpg', '151846-0.jpg']","['28/111/131579-0.jpg', '28/111/145569-0.jpg', '25/111/172143-0.jpg', '24/111/151846-0.jpg']","['28', '28', '25', '24']","['male', 'male', 'male', 'male']","""28"""
13596,"['149890-0.jpg', '137346-0.jpg', '25360-0.jpg', '166719-0.jpg']","['27/111/149890-0.jpg', '27/111/137346-0.jpg', '22/112/25360-0.jpg', '25/111/166719-0.jpg']","['27', '27', '22', '25']","['male', 'male', 'female', 'male']","""27"""
5123,"['9532-0.jpg', '154674-3.jpg', '34528-0.jpg', '297630-0.jpg']","['29/111/9532-0.jpg', '29/112/154674-3.jpg', '21/111/34528-0.jpg', '18/112/297630-0.jpg']","['29', '29', '21', '18']","['male', 'female', 'male', 'female']","""29"""
5464,"['174443-0.jpg', '141718-0.jpg', '29567-0.jpg', '185724-0.jpg']","['26/111/174443-0.jpg', '26/112/141718-0.jpg', '20/111/29567-0.jpg', '22/111/185724-0.jpg']","['26', '26', '20', '22']","['male', 'female', 'male', 'male']","""26"""
6396,"['138826-0.jpg', '135062-0.jpg', '212755-0.jpg', '234997-0.jpg']","['30/112/138826-0.jpg', '30/111/135062-0.jpg', '23/112/212755-0.jpg', '20/112/234997-0.jpg']","['30', '30', '23', '20']","['female', 'male', 'female', 'female']","""30"""
