,file,path,age,gender,age_bag
11323,"['45920-0.jpg', '279887-0.jpg', '286677-1.jpg', '270278-0.jpg']","['19/112/45920-0.jpg', '19/111/279887-0.jpg', '19/112/286677-1.jpg', '19/112/270278-0.jpg']","['19', '19', '19', '19']","['female', 'male', 'female', 'female']","""19"""
5909,"['80188-0.jpg', '197999-0.jpg', '99131-0.jpg', '226344-0.jpg']","['23/112/80188-0.jpg', '23/111/197999-0.jpg', '23/112/99131-0.jpg', '23/111/226344-0.jpg']","['23', '23', '23', '23']","['female', 'male', 'female', 'male']","""23"""
13318,"['130951-0.jpg', '316397-0.jpg', '218815-10.jpg', '17734-0.jpg']","['28/112/130951-0.jpg', '28/111/316397-0.jpg', '21/112/218815-10.jpg', '24/112/17734-0.jpg']","['28', '28', '21', '24']","['female', 'male', 'female', 'female']","""28"""
16610,"['190495-1.jpg', '235078-0.jpg', '28380-1.jpg', '115045-0.jpg']","['24/111/190495-1.jpg', '24/112/235078-0.jpg', '22/112/28380-1.jpg', '20/112/115045-0.jpg']","['24', '24', '22', '20']","['male', 'female', 'female', 'female']","""24"""
8371,"['284882-1.jpg', '233546-0.jpg', '57217-1.jpg', '268083-0.jpg']","['18/112/284882-1.jpg', '18/111/233546-0.jpg', '18/111/57217-1.jpg', '18/112/268083-0.jpg']","['18', '18', '18', '18']","['female', 'male', 'male', 'female']","""18"""
528,"['20884-0.jpg', '26582-0.jpg', '56864-0.jpg', '257693-11.jpg']","['22/112/20884-0.jpg', '22/111/26582-0.jpg', '18/111/56864-0.jpg', '19/111/257693-11.jpg']","['22', '22', '18', '19']","['female', 'male', 'male', 'male']","""22"""
3002,"['286492-0.jpg', '297562-0.jpg', '245419-0.jpg', '247917-0.jpg']","['18/112/286492-0.jpg', '18/112/297562-0.jpg', '18/112/245419-0.jpg', '18/111/247917-0.jpg']","['18', '18', '18', '18']","['female', 'female', 'female', 'male']","""18"""
19229,"['135334-0.jpg', '148329-0.jpg', '180335-0.jpg', '190567-0.jpg']","['27/111/135334-0.jpg', '27/112/148329-0.jpg', '22/111/180335-0.jpg', '25/112/190567-0.jpg']","['27', '27', '22', '25']","['male', 'female', 'male', 'female']","""27"""
16843,"['266058-0.jpg', '228479-0.jpg', '38858-0.jpg', '280241-0.jpg']","['19/112/266058-0.jpg', '19/112/228479-0.jpg', '19/112/38858-0.jpg', '19/111/280241-0.jpg']","['19', '19', '19', '19']","['female', 'female', 'female', 'male']","""19"""
8446,"['254586-0.jpg', '23968-0.jpg', '254869-0.jpg', '25222-0.jpg']","['21/111/254586-0.jpg', '21/111/23968-0.jpg', '20/112/254869-0.jpg', '21/111/25222-0.jpg']","['21', '21', '20', '21']","['male', 'male', 'female', 'male']","""21"""
20606,"['185414-0.jpg', '19669-0.jpg', '187250-0.jpg', '225592-0.jpg']","['25/111/185414-0.jpg', '25/111/19669-0.jpg', '22/112/187250-0.jpg', '24/111/225592-0.jpg']","['25', '25', '22', '24']","['male', 'male', 'female', 'male']","""25"""
20119,"['134936-0.jpg', '76452-0.jpg', '114349-0.jpg', '208031-0.jpg']","['28/112/134936-0.jpg', '28/111/76452-0.jpg', '20/112/114349-0.jpg', '22/111/208031-0.jpg']","['28', '28', '20', '22']","['female', 'male', 'female', 'male']","""28"""
13621,"['17990-4.jpg', '148707-0.jpg', '161258-0.jpg', '95175-0.jpg']","['25/112/17990-4.jpg', '25/111/148707-0.jpg', '25/111/161258-0.jpg', '22/111/95175-0.jpg']","['25', '25', '25', '22']","['female', 'male', 'male', 'male']","""25"""
2538,"['70770-0.jpg', '9182-1.jpg', '52792-1.jpg', '15199-1.jpg']","['27/111/70770-0.jpg', '27/111/9182-1.jpg', '18/111/52792-1.jpg', '23/112/15199-1.jpg']","['27', '27', '18', '23']","['male', 'male', 'male', 'female']","""27"""
22268,"['9763-0.jpg', '132535-0.jpg', '162425-0.jpg', '33706-0.jpg']","['28/111/9763-0.jpg', '28/111/132535-0.jpg', '25/111/162425-0.jpg', '28/111/33706-0.jpg']","['28', '28', '25', '28']","['male', 'male', 'male', 'male']","""28"""
21590,"['151430-0.jpg', '142555-0.jpg', '159948-0.jpg', '139761-0.jpg']","['26/111/151430-0.jpg', '26/111/142555-0.jpg', '25/111/159948-0.jpg', '26/111/139761-0.jpg']","['26', '26', '25', '26']","['male', 'male', 'male', 'male']","""26"""
20401,"['103298-0.jpg', '107909-0.jpg', '264149-0.jpg', '26733-0.jpg']","['21/111/103298-0.jpg', '21/112/107909-0.jpg', '21/111/264149-0.jpg', '21/111/26733-0.jpg']","['21', '21', '21', '21']","['male', 'female', 'male', 'male']","""21"""
15840,"['149759-0.jpg', '83606-0.jpg', '31526-0.jpg', '142992-0.jpg']","['26/112/149759-0.jpg', '26/112/83606-0.jpg', '20/111/31526-0.jpg', '26/111/142992-0.jpg']","['26', '26', '20', '26']","['female', 'female', 'male', 'male']","""26"""
21831,"['148534-0.jpg', '147667-0.jpg', '185536-0.jpg', '166311-1.jpg']","['25/112/148534-0.jpg', '25/111/147667-0.jpg', '22/111/185536-0.jpg', '25/112/166311-1.jpg']","['25', '25', '22', '25']","['female', 'male', 'male', 'female']","""25"""
5527,"['142128-0.jpg', '317005-0.jpg', '12505-1.jpg', '226398-0.jpg']","['28/111/142128-0.jpg', '28/111/317005-0.jpg', '25/111/12505-1.jpg', '19/111/226398-0.jpg']","['28', '28', '25', '19']","['male', 'male', 'male', 'male']","""28"""
8617,"['277949-1.jpg', '107208-0.jpg', '218376-6.jpg', '279049-1.jpg']","['19/111/277949-1.jpg', '19/112/107208-0.jpg', '19/111/218376-6.jpg', '19/111/279049-1.jpg']","['19', '19', '19', '19']","['male', 'female', 'male', 'male']","""19"""
1272,"['52246-0.jpg', '232231-0.jpg', '292104-0.jpg', '35405-0.jpg']","['19/112/52246-0.jpg', '19/111/232231-0.jpg', '18/112/292104-0.jpg', '19/112/35405-0.jpg']","['19', '19', '18', '19']","['female', 'male', 'female', 'female']","""19"""
4459,"['8202-0.jpg', '14818-0.jpg', '24668-0.jpg', '235936-0.jpg']","['30/111/8202-0.jpg', '30/112/14818-0.jpg', '25/111/24668-0.jpg', '23/111/235936-0.jpg']","['30', '30', '25', '23']","['male', 'female', 'male', 'male']","""30"""
21697,"['145566-2.jpg', '150953-0.jpg', '21448-0.jpg', '177720-0.jpg']","['29/111/145566-2.jpg', '29/111/150953-0.jpg', '24/111/21448-0.jpg', '23/111/177720-0.jpg']","['29', '29', '24', '23']","['male', 'male', 'male', 'male']","""29"""
5978,"['244679-0.jpg', '268012-0.jpg', '111398-1.jpg', '115507-0.jpg']","['19/112/244679-0.jpg', '19/112/268012-0.jpg', '19/112/111398-1.jpg', '18/112/115507-0.jpg']","['19', '19', '19', '18']","['female', 'female', 'female', 'female']","""19"""
23225,"['179018-0.jpg', '29144-0.jpg', '243554-1.jpg', '92476-5.jpg']","['22/111/179018-0.jpg', '22/111/29144-0.jpg', '22/112/243554-1.jpg', '22/111/92476-5.jpg']","['22', '22', '22', '22']","['male', 'male', 'female', 'male']","""22"""
10635,"['446674-0.jpg', '131031-0.jpg', '86662-0.jpg', '161834-0.jpg']","['29/112/446674-0.jpg', '29/111/131031-0.jpg', '22/112/86662-0.jpg', '27/111/161834-0.jpg']","['29', '29', '22', '27']","['female', 'male', 'female', 'male']","""29"""
