,file,path,age,gender,age_bag
4806,"['27350-0.jpg', '30129-0.jpg', '241774-0.jpg', '212141-0.jpg']","['21/111/27350-0.jpg', '21/111/30129-0.jpg', '19/111/241774-0.jpg', '21/112/212141-0.jpg']","['21', '21', '19', '21']","['male', 'male', 'male', 'female']","""21"""
7424,"['445992-1.jpg', '142865-0.jpg', '170643-1.jpg', '217304-0.jpg']","['29/112/445992-1.jpg', '29/111/142865-0.jpg', '24/111/170643-1.jpg', '19/111/217304-0.jpg']","['29', '29', '24', '19']","['female', 'male', 'male', 'male']","""29"""
10388,"['6326-0.jpg', '312437-0.jpg', '183769-1.jpg', '181310-10.jpg']","['29/111/6326-0.jpg', '29/111/312437-0.jpg', '24/112/183769-1.jpg', '22/112/181310-10.jpg']","['29', '29', '24', '22']","['male', 'male', 'female', 'female']","""29"""
16830,"['55341-0.jpg', '99442-0.jpg', '40315-0.jpg', '260153-0.jpg']","['20/112/55341-0.jpg', '20/112/99442-0.jpg', '20/111/40315-0.jpg', '20/112/260153-0.jpg']","['20', '20', '20', '20']","['female', 'female', 'male', 'female']","""20"""
19772,"['216098-1.jpg', '79689-0.jpg', '189116-0.jpg', '239619-0.jpg']","['21/111/216098-1.jpg', '21/111/79689-0.jpg', '21/111/189116-0.jpg', '21/111/239619-0.jpg']","['21', '21', '21', '21']","['male', 'male', 'male', 'male']","""21"""
9762,"['284184-0.jpg', '111600-0.jpg', '276026-0.jpg', '49651-0.jpg']","['18/112/284184-0.jpg', '18/112/111600-0.jpg', '18/111/276026-0.jpg', '18/111/49651-0.jpg']","['18', '18', '18', '18']","['female', 'female', 'male', 'male']","""18"""
15288,"['146286-0.jpg', '72405-6.jpg', '196094-0.jpg', '14229-0.jpg']","['26/111/146286-0.jpg', '26/111/72405-6.jpg', '25/111/196094-0.jpg', '25/111/14229-0.jpg']","['26', '26', '25', '25']","['male', 'male', 'male', 'male']","""26"""
22597,"['144479-0.jpg', '11626-0.jpg', '28104-1.jpg', '239023-0.jpg']","['25/111/144479-0.jpg', '25/112/11626-0.jpg', '24/111/28104-1.jpg', '23/112/239023-0.jpg']","['25', '25', '24', '23']","['male', 'female', 'male', 'female']","""25"""
17419,"['43467-3.jpg', '296673-0.jpg', '251410-0.jpg', '271163-0.jpg']","['19/111/43467-3.jpg', '19/111/296673-0.jpg', '19/112/251410-0.jpg', '19/111/271163-0.jpg']","['19', '19', '19', '19']","['male', 'male', 'female', 'male']","""19"""
5796,"['204938-0.jpg', '227340-9.jpg', '294318-0.jpg', '218205-0.jpg']","['19/111/204938-0.jpg', '19/111/227340-9.jpg', '18/112/294318-0.jpg', '19/112/218205-0.jpg']","['19', '19', '18', '19']","['male', 'male', 'female', 'female']","""19"""
10280,"['92541-1.jpg', '47869-0.jpg', '273104-0.jpg', '247243-0.jpg']","['20/111/92541-1.jpg', '20/111/47869-0.jpg', '19/111/273104-0.jpg', '19/111/247243-0.jpg']","['20', '20', '19', '19']","['male', 'male', 'male', 'male']","""20"""
21429,"['131543-0.jpg', '4764-0.jpg', '180924-0.jpg', '143860-0.jpg']","['28/111/131543-0.jpg', '28/111/4764-0.jpg', '22/111/180924-0.jpg', '25/112/143860-0.jpg']","['28', '28', '22', '25']","['male', 'male', 'male', 'female']","""28"""
16977,"['447765-0.jpg', '137962-0.jpg', '105312-0.jpg', '136932-0.jpg']","['29/111/447765-0.jpg', '29/111/137962-0.jpg', '22/111/105312-0.jpg', '27/111/136932-0.jpg']","['29', '29', '22', '27']","['male', 'male', 'male', 'male']","""29"""
18176,"['133020-0.jpg', '445790-0.jpg', '102752-0.jpg', '194947-1.jpg']","['30/111/133020-0.jpg', '30/112/445790-0.jpg', '20/111/102752-0.jpg', '25/111/194947-1.jpg']","['30', '30', '20', '25']","['male', 'female', 'male', 'male']","""30"""
2589,"['156574-0.jpg', '16889-0.jpg', '208945-0.jpg', '211089-0.jpg']","['28/111/156574-0.jpg', '28/111/16889-0.jpg', '24/112/208945-0.jpg', '20/111/211089-0.jpg']","['28', '28', '24', '20']","['male', 'male', 'female', 'male']","""28"""
