,img_name,subject,age,age_group,age_group_bag
5,"['056A02.JPG', '058A01.JPG', '044A03.JPG', '075A01.JPG']","['056', '058', '044', '075']","['2', '1', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
50,"['013A18.JPG', '061A18.JPG', '033A10.JPG', '068A13.JPG']","['013', '061', '033', '068']","['18', '18', '10', '13']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
144,"['076A04.JPG', '059A06.JPG', '030A05.JPG', '049A04.JPG']","['076', '059', '030', '049']","['4', '6', '5', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
50,"['013A18.JPG', '061A18.JPG', '033A10.JPG', '068A13.JPG']","['013', '061', '033', '068']","['18', '18', '10', '13']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
140,"['065A04.JPG', '070A09.JPG', '015A04.JPG', '070A05.JPG']","['065', '070', '015', '070']","['4', '9', '4', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
83,"['066A03.JPG', '051A00.JPG', '064A01.JPG', '054A00.JPG']","['066', '051', '064', '054']","['3', '0', '1', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
45,"['035A16.JPG', '073A16.JPG', '036A13.JPG', '037A11.JPG']","['035', '073', '036', '037']","['16', '16', '13', '11']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
17,"['069A00.JPG', '059A02b.JPG', '038A00.JPG', '078A00.JPG']","['069', '059', '038', '078']","['0', '2', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
53,"['074A00.JPG', '066A00.JPG', '013A00.JPG', '080A01.JPG']","['074', '066', '013', '080']","['0', '0', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
121,"['007A38.JPG', '029A31.JPG', '042A28.JPG', '042A10.JPG']","['007', '029', '042', '042']","['38', '31', '28', '10']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
41,"['023A03.JPG', '082A03.JPG', '010A01.JPG', '078A03.JPG']","['023', '082', '010', '078']","['3', '3', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
16,"['043A10.JPG', '031A04.JPG', '075A05.JPG', '065A02a.JPG']","['043', '031', '075', '065']","['10', '4', '5', '2']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
15,"['019A12.JPG', '016A12.JPG', '032A08.JPG', '078A01.JPG']","['019', '016', '032', '078']","['12', '12', '8', '1']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
36,"['047A55.JPG', '011A42.JPG', '079A07.JPG', '026A11.JPG']","['047', '011', '079', '026']","['55', '42', '7', '11']","['41+', '41+', '04-11', '04-11']","""41+"""
115,"['006A31.JPG', '001A29.JPG', '011A17.JPG', '012A27.JPG']","['006', '001', '011', '012']","['31', '29', '17', '27']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
12,"['003A60.JPG', '005A49.JPG', '036A15.JPG', '040A10.JPG']","['003', '005', '036', '040']","['60', '49', '15', '10']","['41+', '41+', '12-16', '04-11']","""41+"""
60,"['048A52.JPG', '048A49.JPG', '062A54.JPG', '017A17.JPG']","['048', '048', '062', '017']","['52', '49', '54', '17']","['41+', '41+', '41+', '17-24']","""41+"""
60,"['048A52.JPG', '048A49.JPG', '062A54.JPG', '017A17.JPG']","['048', '048', '062', '017']","['52', '49', '54', '17']","['41+', '41+', '41+', '17-24']","""41+"""
22,"['066A10.JPG', '038A08.JPG', '001A08.JPG', '060A04.JPG']","['066', '038', '001', '060']","['10', '8', '8', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
97,"['021A27.JPG', '057A25.JPG', '055A05.JPG', '019A03.JPG']","['021', '057', '055', '019']","['27', '25', '5', '3']","['25-40', '25-40', '04-11', '00-03']","""25-40"""
34,"['009A05.JPG', '021A05.JPG', '078A06.JPG', '054A09.JPG']","['009', '021', '078', '054']","['5', '5', '6', '9']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
95,"['075A03.JPG', '057A00.JPG', '033A02.JPG', '070A02.JPG']","['075', '057', '033', '070']","['3', '0', '2', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
53,"['074A00.JPG', '066A00.JPG', '013A00.JPG', '080A01.JPG']","['074', '066', '013', '080']","['0', '0', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
56,"['026A19.JPG', '002A23.JPG', '025A00.JPG', '032A20.JPG']","['026', '002', '025', '032']","['19', '23', '0', '20']","['17-24', '17-24', '00-03', '17-24']","""17-24"""
60,"['048A52.JPG', '048A49.JPG', '062A54.JPG', '017A17.JPG']","['048', '048', '062', '017']","['52', '49', '54', '17']","['41+', '41+', '41+', '17-24']","""41+"""
158,"['023A22.JPG', '035A23b.JPG', '053A18.JPG', '068A04.JPG']","['023', '035', '053', '068']","['22', '23', '18', '4']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
23,"['073A02.JPG', '030A00.JPG', '059A02a.JPG', '040A00.JPG']","['073', '030', '059', '040']","['2', '0', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
64,"['010A06.JPG', '077A06.JPG', '055A08.JPG', '075A02.JPG']","['010', '077', '055', '075']","['6', '6', '8', '2']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
34,"['009A05.JPG', '021A05.JPG', '078A06.JPG', '054A09.JPG']","['009', '021', '078', '054']","['5', '5', '6', '9']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
50,"['013A18.JPG', '061A18.JPG', '033A10.JPG', '068A13.JPG']","['013', '061', '033', '068']","['18', '18', '10', '13']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
158,"['023A22.JPG', '035A23b.JPG', '053A18.JPG', '068A04.JPG']","['023', '035', '053', '068']","['22', '23', '18', '4']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
123,"['051A12.JPG', '001A14.JPG', '056A04.JPG', '010A10.JPG']","['051', '001', '056', '010']","['12', '14', '4', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
144,"['076A04.JPG', '059A06.JPG', '030A05.JPG', '049A04.JPG']","['076', '059', '030', '049']","['4', '6', '5', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
151,"['052A14.JPG', '039A15.JPG', '076A07.JPG', '036A06.JPG']","['052', '039', '076', '036']","['14', '15', '7', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
140,"['065A04.JPG', '070A09.JPG', '015A04.JPG', '070A05.JPG']","['065', '070', '015', '070']","['4', '9', '4', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
87,"['073A15.JPG', '055A14.JPG', '051A15.JPG', '079A08.JPG']","['073', '055', '051', '079']","['15', '14', '15', '8']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
47,"['063A02.JPG', '008A03.JPG', '069A03.JPG', '076A02.JPG']","['063', '008', '069', '076']","['2', '3', '3', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
170,"['009A22b.JPG', '062A18.JPG', '003A18.JPG', '078A11.JPG']","['009', '062', '003', '078']","['22', '18', '18', '11']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
104,"['057A23.JPG', '036A20.JPG', '079A00.JPG', '046A20.JPG']","['057', '036', '079', '046']","['23', '20', '0', '20']","['17-24', '17-24', '00-03', '17-24']","""17-24"""
57,"['015A12.JPG', '026A13.JPG', '010A12.JPG', '051A16.JPG']","['015', '026', '010', '051']","['12', '13', '12', '16']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
46,"['073A04.JPG', '076A09.JPG', '010A07a.JPG', '058A04.JPG']","['073', '076', '010', '058']","['4', '9', '7', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
99,"['077A13.JPG', '008A16.JPG', '016A16.JPG', '039A02.JPG']","['077', '008', '016', '039']","['13', '16', '16', '2']","['12-16', '12-16', '12-16', '00-03']","""12-16"""
0,"['028A41.JPG', '045A48.JPG', '035A01.JPG', '003A38.JPG']","['028', '045', '035', '003']","['41', '48', '1', '38']","['41+', '41+', '00-03', '25-40']","""41+"""
27,"['079A12.JPG', '065A13.JPG', '050A06.JPG', '021A03.JPG']","['079', '065', '050', '021']","['12', '13', '6', '3']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
76,"['076A05.JPG', '035A07.JPG', '060A06.JPG', '065A10.JPG']","['076', '035', '060', '065']","['5', '7', '6', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
147,"['044A15.JPG', '040A16.JPG', '077A09.JPG', '012A07.JPG']","['044', '040', '077', '012']","['15', '16', '9', '7']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
75,"['049A15.JPG', '038A14.JPG', '058A10.JPG', '068A09.JPG']","['049', '038', '058', '068']","['15', '14', '10', '9']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
117,"['079A13.JPG', '078A13.JPG', '053A12.JPG', '010A15.JPG']","['079', '078', '053', '010']","['13', '13', '12', '15']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
78,"['033A44.JPG', '071A45.JPG', '082A00.JPG', '074A05.JPG']","['033', '071', '082', '074']","['44', '45', '0', '5']","['41+', '41+', '00-03', '04-11']","""41+"""
68,"['013A23.JPG', '057A18.JPG', '055A06.JPG', '057A05.JPG']","['013', '057', '055', '057']","['23', '18', '6', '5']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
98,"['039A19.JPG', '063A22.JPG', '080A09.JPG', '053A04.JPG']","['039', '063', '080', '053']","['19', '22', '9', '4']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
125,"['044A01.JPG', '077A02.JPG', '077A00.JPG', '069A02.JPG']","['044', '077', '077', '069']","['1', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
2,"['041A21.JPG', '024A19.JPG', '026A04.JPG', '032A15.JPG']","['041', '024', '026', '032']","['21', '19', '4', '15']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
134,"['040A14.JPG', '029A16.JPG', '038A04.JPG', '066A04.JPG']","['040', '029', '038', '066']","['14', '16', '4', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
162,"['072A17.JPG', '072A19.JPG', '076A15.JPG', '077A08.JPG']","['072', '072', '076', '077']","['17', '19', '15', '8']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
