,img_name,subject,age,age_group,age_group_bag
194,"['033A21.JPG', '020A22.JPG', '082A20.JPG', '012A18.JPG']","['033', '020', '082', '012']","['21', '22', '20', '18']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
154,"['071A27.JPG', '067A30.JPG', '018A34.JPG', '080A03.JPG']","['071', '067', '018', '080']","['27', '30', '34', '3']","['25-40', '25-40', '25-40', '00-03']","""25-40"""
66,"['071A44.JPG', '004A63.JPG', '052A14.JPG', '062A38.JPG']","['071', '004', '052', '062']","['44', '63', '14', '38']","['41+', '41+', '12-16', '25-40']","""41+"""
11,"['007A01.JPG', '036A00.JPG', '076A00.JPG', '051A00.JPG']","['007', '036', '076', '051']","['1', '0', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
178,"['067A39.JPG', '021A35.JPG', '037A06.JPG', '082A21.JPG']","['067', '021', '037', '082']","['39', '35', '6', '21']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
194,"['033A21.JPG', '020A22.JPG', '082A20.JPG', '012A18.JPG']","['033', '020', '082', '012']","['21', '22', '20', '18']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
97,"['013A30.JPG', '022A28.JPG', '077A03.JPG', '036A01.JPG']","['013', '022', '077', '036']","['30', '28', '3', '1']","['25-40', '25-40', '00-03', '00-03']","""25-40"""
102,"['004A62.JPG', '071A43.JPG', '081A06.JPG', '010A12.JPG']","['004', '071', '081', '010']","['62', '43', '6', '12']","['41+', '41+', '04-11', '12-16']","""41+"""
112,"['002A05.JPG', '019A05.JPG', '010A04.JPG', '033A10.JPG']","['002', '019', '010', '033']","['5', '5', '4', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
125,"['072A02.JPG', '041A00.JPG', '077A00.JPG', '062A03.JPG']","['072', '041', '077', '062']","['2', '0', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
118,"['041A06.JPG', '029A10.JPG', '080A07.JPG', '035A09.JPG']","['041', '029', '080', '035']","['6', '10', '7', '9']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
101,"['070A01.JPG', '079A01.JPG', '035A00.JPG', '070A03.JPG']","['070', '079', '035', '070']","['1', '1', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
