,img_name,subject,age,age_group,age_group_bag
82,"['049A05.JPG', '026A06.JPG', '080A08.JPG', '049A08.JPG']","['049', '026', '080', '049']","['5', '6', '8', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
77,"['043A00.JPG', '076A03.JPG', '073A00.JPG', '020A02.JPG']","['043', '076', '073', '020']","['0', '3', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
180,"['040A06.JPG', '053A04.JPG', '036A11.JPG', '009A09.JPG']","['040', '053', '036', '009']","['6', '4', '11', '9']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
105,"['062A15.JPG', '023A16.JPG', '039A05.JPG', '001A02.JPG']","['062', '023', '039', '001']","['15', '16', '5', '2']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
48,"['071A43.JPG', '005A45.JPG', '046A14.JPG', '025A03.JPG']","['071', '005', '046', '025']","['43', '45', '14', '3']","['41+', '41+', '12-16', '00-03']","""41+"""
111,"['039A16.JPG', '016A12.JPG', '077A03.JPG', '031A09.JPG']","['039', '016', '077', '031']","['16', '12', '3', '9']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
111,"['039A16.JPG', '016A12.JPG', '077A03.JPG', '031A09.JPG']","['039', '016', '077', '031']","['16', '12', '3', '9']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
140,"['064A10.JPG', '049A10.JPG', '001A05.JPG', '061A07.JPG']","['064', '049', '001', '061']","['10', '10', '5', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
111,"['039A16.JPG', '016A12.JPG', '077A03.JPG', '031A09.JPG']","['039', '016', '077', '031']","['16', '12', '3', '9']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
160,"['081A04.JPG', '059A07.JPG', '079A04.JPG', '069A02.JPG']","['081', '059', '079', '069']","['4', '7', '4', '2']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
59,"['056A02.JPG', '026A00.JPG', '073A03.JPG', '053A01.JPG']","['056', '026', '073', '053']","['2', '0', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
80,"['003A18.JPG', '048A18.JPG', '040A03b.JPG', '078A06.JPG']","['003', '048', '040', '078']","['18', '18', '3', '6']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
184,"['078A08.JPG', '022A07.JPG', '076A08.JPG', '065A07a.JPG']","['078', '022', '076', '065']","['8', '7', '8', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
3,"['036A15.JPG', '022A14.JPG', '069A06.JPG', '009A16a.JPG']","['036', '022', '069', '009']","['15', '14', '6', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
