,img_name,subject,age,age_group,age_group_bag
158,"['021A23.JPG', '043A19.JPG', '035A23a.JPG', '022A20.JPG']","['021', '043', '035', '022']","['23', '19', '23', '20']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
83,"['082A03.JPG', '048A00.JPG', '076A02.JPG', '080A01.JPG']","['082', '048', '076', '080']","['3', '0', '2', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
48,"['003A49.JPG', '005A52.JPG', '045A19.JPG', '030A04.JPG']","['003', '005', '045', '030']","['49', '52', '19', '4']","['41+', '41+', '17-24', '04-11']","""41+"""
154,"['005A24.JPG', '030A23.JPG', '001A08.JPG', '065A11.JPG']","['005', '030', '001', '065']","['24', '23', '8', '11']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
98,"['024A19.JPG', '042A24.JPG', '078A01.JPG', '049A10.JPG']","['024', '042', '078', '049']","['19', '24', '1', '10']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
140,"['049A08.JPG', '038A08.JPG', '033A05.JPG', '015A05.JPG']","['049', '038', '033', '015']","['8', '8', '5', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
84,"['062A53.JPG', '006A67.JPG', '004A30.JPG', '024A05.JPG']","['062', '006', '004', '024']","['53', '67', '30', '5']","['41+', '41+', '25-40', '04-11']","""41+"""
106,"['020A08.JPG', '016A08.JPG', '010A05.JPG', '033A10.JPG']","['020', '016', '010', '033']","['8', '8', '5', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
5,"['075A01.JPG', '065A03b.JPG', '040A00.JPG', '029A01.JPG']","['075', '065', '040', '029']","['1', '3', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
77,"['076A03.JPG', '056A01.JPG', '081A02.JPG', '035A00.JPG']","['076', '056', '081', '035']","['3', '1', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
148,"['040A05.JPG', '053A04.JPG', '076A08.JPG', '074A08.JPG']","['040', '053', '076', '074']","['5', '4', '8', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
6,"['005A45.JPG', '062A41.JPG', '028A28.JPG', '028A16.JPG']","['005', '062', '028', '028']","['45', '41', '28', '16']","['41+', '41+', '25-40', '12-16']","""41+"""
74,"['009A22b.JPG', '015A17.JPG', '047A15.JPG', '034A15.JPG']","['009', '015', '047', '034']","['22', '17', '15', '15']","['17-24', '17-24', '12-16', '12-16']","""17-24"""
42,"['006A46.JPG', '048A54.JPG', '043A17.JPG', '020A36.JPG']","['006', '048', '043', '020']","['46', '54', '17', '36']","['41+', '41+', '17-24', '25-40']","""41+"""
195,"['038A34.JPG', '039A35.JPG', '021A27.JPG', '069A13.JPG']","['038', '039', '021', '069']","['34', '35', '27', '13']","['25-40', '25-40', '25-40', '12-16']","""25-40"""
66,"['062A45.JPG', '071A43.JPG', '041A13.JPG', '050A16.JPG']","['062', '071', '041', '050']","['45', '43', '13', '16']","['41+', '41+', '12-16', '12-16']","""41+"""
126,"['034A44.JPG', '006A69.JPG', '076A09.JPG', '017A32.JPG']","['034', '006', '076', '017']","['44', '69', '9', '32']","['41+', '41+', '04-11', '25-40']","""41+"""
72,"['006A55.JPG', '005A48.JPG', '082A25.JPG', '046A10.JPG']","['006', '005', '082', '046']","['55', '48', '25', '10']","['41+', '41+', '25-40', '04-11']","""41+"""
86,"['024A23.JPG', '008A17.JPG', '035A18.JPG', '032A15.JPG']","['024', '008', '035', '032']","['23', '17', '18', '15']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
147,"['011A13.JPG', '076A14.JPG', '080A06.JPG', '046A16.JPG']","['011', '076', '080', '046']","['13', '14', '6', '16']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
119,"['070A00.JPG', '010A01.JPG', '036A01.JPG', '025A03.JPG']","['070', '010', '036', '025']","['0', '1', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
102,"['071A42.JPG', '003A47.JPG', '016A18.JPG', '078A11.JPG']","['071', '003', '016', '078']","['42', '47', '18', '11']","['41+', '41+', '17-24', '04-11']","""41+"""
25,"['045A40.JPG', '005A30.JPG', '029A22.JPG', '009A05.JPG']","['045', '005', '029', '009']","['40', '30', '22', '5']","['25-40', '25-40', '17-24', '04-11']","""25-40"""
155,"['051A16.JPG', '076A16.JPG', '021A05.JPG', '015A14.JPG']","['051', '076', '021', '015']","['16', '16', '5', '14']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
66,"['062A45.JPG', '071A43.JPG', '041A13.JPG', '050A16.JPG']","['062', '071', '041', '050']","['45', '43', '13', '16']","['41+', '41+', '12-16', '12-16']","""41+"""
89,"['027A02.JPG', '059A02b.JPG', '077A01.JPG', '053A03.JPG']","['027', '059', '077', '053']","['2', '2', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
0,"['003A51.JPG', '004A48.JPG', '015A12.JPG', '068A04.JPG']","['003', '004', '015', '068']","['51', '48', '12', '4']","['41+', '41+', '12-16', '04-11']","""41+"""
