,img_name,subject,age,age_group,age_group_bag
151,"['077A13.JPG', '057A12.JPG', '022A16.JPG', '046A08.JPG']","['077', '057', '022', '046']","['13', '12', '16', '8']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
152,"['042A08.JPG', '010A07b.JPG', '031A09.JPG', '055A05.JPG']","['042', '010', '031', '055']","['8', '7', '9', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
124,"['047A06.JPG', '010A04.JPG', '063A04.JPG', '049A10.JPG']","['047', '010', '063', '049']","['6', '4', '4', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
91,"['008A30.JPG', '012A30.JPG', '011A17.JPG', '081A04.JPG']","['008', '012', '011', '081']","['30', '30', '17', '4']","['25-40', '25-40', '17-24', '04-11']","""25-40"""
192,"['033A21.JPG', '030A17.JPG', '004A21.JPG', '020A24.JPG']","['033', '030', '004', '020']","['21', '17', '21', '24']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
22,"['060A06.JPG', '075A06.JPG', '077A01.JPG', '017A05.JPG']","['060', '075', '077', '017']","['6', '6', '1', '5']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
111,"['037A13.JPG', '054A16.JPG', '069A06.JPG', '033A10.JPG']","['037', '054', '069', '033']","['13', '16', '6', '10']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
55,"['006A28.JPG', '004A26.JPG', '030A00.JPG', '020A04.JPG']","['006', '004', '030', '020']","['28', '26', '0', '4']","['25-40', '25-40', '00-03', '04-11']","""25-40"""
60,"['007A45.JPG', '028A46.JPG', '016A17.JPG', '036A08.JPG']","['007', '028', '016', '036']","['45', '46', '17', '8']","['41+', '41+', '17-24', '04-11']","""41+"""
88,"['080A10.JPG', '023A07.JPG', '009A05.JPG', '054A11.JPG']","['080', '023', '009', '054']","['10', '7', '5', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
90,"['006A42.JPG', '039A45.JPG', '060A20.JPG', '021A05.JPG']","['006', '039', '060', '021']","['42', '45', '20', '5']","['41+', '41+', '17-24', '04-11']","""41+"""
28,"['020A08.JPG', '038A10.JPG', '051A05.JPG', '059A03.JPG']","['020', '038', '051', '059']","['8', '10', '5', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
56,"['036A17.JPG', '008A17.JPG', '074A02.JPG', '019A07.JPG']","['036', '008', '074', '019']","['17', '17', '2', '7']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
30,"['013A41.JPG', '048A54.JPG', '024A30.JPG', '062A45.JPG']","['013', '048', '024', '062']","['41', '54', '30', '45']","['41+', '41+', '25-40', '41+']","""41+"""
33,"['015A12.JPG', '027A13.JPG', '063A09.JPG', '020A13.JPG']","['015', '027', '063', '020']","['12', '13', '9', '13']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
116,"['076A17.JPG', '007A18.JPG', '074A05.JPG', '078A05.JPG']","['076', '007', '074', '078']","['17', '18', '5', '5']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
198,"['001A29.JPG', '017A32.JPG', '047A33.JPG', '008A21.JPG']","['001', '017', '047', '008']","['29', '32', '33', '21']","['25-40', '25-40', '25-40', '17-24']","""25-40"""
147,"['047A13.JPG', '009A14.JPG', '034A16.JPG', '051A15.JPG']","['047', '009', '034', '051']","['13', '14', '16', '15']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
72,"['003A61.JPG', '062A41.JPG', '077A09.JPG', '049A07.JPG']","['003', '062', '077', '049']","['61', '41', '9', '7']","['41+', '41+', '04-11', '04-11']","""41+"""
26,"['020A22.JPG', '012A24.JPG', '056A03.JPG', '044A03.JPG']","['020', '012', '056', '044']","['22', '24', '3', '3']","['17-24', '17-24', '00-03', '00-03']","""17-24"""
191,"['023A29.JPG', '013A34.JPG', '012A23.JPG', '014A36.JPG']","['023', '013', '012', '014']","['29', '34', '23', '36']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
27,"['014A16.JPG', '062A16.JPG', '081A05.JPG', '056A06.JPG']","['014', '062', '081', '056']","['16', '16', '5', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
53,"['070A00.JPG', '033A02.JPG', '016A01.JPG', '069A02.JPG']","['070', '033', '016', '069']","['0', '2', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
64,"['063A08.JPG', '054A10.JPG', '078A11.JPG', '034A04.JPG']","['063', '054', '078', '034']","['8', '10', '11', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
127,"['003A25.JPG', '012A26.JPG', '061A17.JPG', '008A03.JPG']","['003', '012', '061', '008']","['25', '26', '17', '3']","['25-40', '25-40', '17-24', '00-03']","""25-40"""
102,"['006A55.JPG', '071A42.JPG', '044A25.JPG', '079A05.JPG']","['006', '071', '044', '079']","['55', '42', '25', '5']","['41+', '41+', '25-40', '04-11']","""41+"""
