,img_name,subject,age,age_group,age_group_bag
15,"['009A14.JPG', '040A16.JPG', '054A09.JPG', '081A07.JPG']","['009', '040', '054', '081']","['14', '16', '9', '7']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
68,"['057A18.JPG', '020A22.JPG', '030A16.JPG', '075A07.JPG']","['057', '020', '030', '075']","['18', '22', '16', '7']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
185,"['042A12.JPG', '034A15.JPG', '046A06.JPG', '037A09.JPG']","['042', '034', '046', '037']","['12', '15', '6', '9']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
76,"['011A07.JPG', '077A09.JPG', '010A04.JPG', '070A06.JPG']","['011', '077', '010', '070']","['7', '9', '4', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
10,"['001A10.JPG', '073A08.JPG', '074A09.JPG', '037A01.JPG']","['001', '073', '074', '037']","['10', '8', '9', '1']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
50,"['005A24.JPG', '022A20.JPG', '073A05.JPG', '027A20.JPG']","['005', '022', '073', '027']","['24', '20', '5', '20']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
59,"['079A00.JPG', '062A03.JPG', '077A00.JPG', '060A02.JPG']","['079', '062', '077', '060']","['0', '3', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
142,"['018A11.JPG', '068A10b.JPG', '013A08.JPG', '037A04.JPG']","['018', '068', '013', '037']","['11', '10', '8', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
88,"['069A06.JPG', '001A08.JPG', '072A02.JPG', '020A08.JPG']","['069', '001', '072', '020']","['6', '8', '2', '8']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
24,"['004A48.JPG', '003A61.JPG', '058A01.JPG', '072A11.JPG']","['004', '003', '058', '072']","['48', '61', '1', '11']","['41+', '41+', '00-03', '04-11']","""41+"""
195,"['039A35.JPG', '045A32.JPG', '034A39.JPG', '014A30.JPG']","['039', '045', '034', '014']","['35', '32', '39', '30']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
3,"['046A12.JPG', '038A14.JPG', '038A04.JPG', '036A01.JPG']","['046', '038', '038', '036']","['12', '14', '4', '1']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
59,"['079A00.JPG', '062A03.JPG', '077A00.JPG', '060A02.JPG']","['079', '062', '077', '060']","['0', '3', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
90,"['013A44.JPG', '003A49.JPG', '033A14.JPG', '041A24.JPG']","['013', '003', '033', '041']","['44', '49', '14', '24']","['41+', '41+', '12-16', '17-24']","""41+"""
64,"['047A09.JPG', '078A09.JPG', '031A04.JPG', '058A02.JPG']","['047', '078', '031', '058']","['9', '9', '4', '2']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
