,img_name,subject,age,age_group,age_group_bag
106,"['077A04.JPG', '041A04.JPG', '073A09.JPG', '037A11.JPG']","['077', '041', '073', '037']","['4', '4', '9', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
23,"['015A03.JPG', '041A00.JPG', '059A03.JPG', '082A03.JPG']","['015', '041', '059', '082']","['3', '0', '3', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
118,"['026A04.JPG', '054A09.JPG', '070A09.JPG', '008A08.JPG']","['026', '054', '070', '008']","['4', '9', '9', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
39,"['008A12.JPG', '049A15.JPG', '074A07.JPG', '052A07.JPG']","['008', '049', '074', '052']","['12', '15', '7', '7']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
153,"['067A33.JPG', '045A28.JPG', '020A22.JPG', '067A28.JPG']","['067', '045', '020', '067']","['33', '28', '22', '28']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
181,"['018A36.JPG', '039A35.JPG', '019A30.JPG', '063A09.JPG']","['018', '039', '019', '063']","['36', '35', '30', '9']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
57,"['077A14.JPG', '076A12.JPG', '010A10.JPG', '073A15.JPG']","['077', '076', '010', '073']","['14', '12', '10', '15']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
117,"['073A13.JPG', '011A13.JPG', '078A13.JPG', '076A10.JPG']","['073', '011', '078', '076']","['13', '13', '13', '10']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
178,"['045A17.JPG', '021A23.JPG', '041A24.JPG', '002A05.JPG']","['045', '021', '041', '002']","['17', '23', '24', '5']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
130,"['015A10.JPG', '073A05.JPG', '042A04.JPG', '033A10.JPG']","['015', '073', '042', '033']","['10', '5', '4', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
169,"['004A40.JPG', '001A28.JPG', '063A33.JPG', '016A04.JPG']","['004', '001', '063', '016']","['40', '28', '33', '4']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
72,"['048A54.JPG', '006A46.JPG', '065A13.JPG', '039A07.JPG']","['048', '006', '065', '039']","['54', '46', '13', '7']","['41+', '41+', '12-16', '04-11']","""41+"""
155,"['080A14.JPG', '038A13.JPG', '070A14.JPG', '039A13.JPG']","['080', '038', '070', '039']","['14', '13', '14', '13']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
156,"['043A05.JPG', '068A10b.JPG', '057A06.JPG', '042A10.JPG']","['043', '068', '057', '042']","['5', '10', '6', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
86,"['002A21.JPG', '063A18.JPG', '036A08.JPG', '023A00.JPG']","['002', '063', '036', '023']","['21', '18', '8', '0']","['17-24', '17-24', '04-11', '00-03']","""17-24"""
50,"['044A18.JPG', '037A18.JPG', '046A16.JPG', '005A18.JPG']","['044', '037', '046', '005']","['18', '18', '16', '18']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
182,"['033A21.JPG', '018A22.JPG', '060A20.JPG', '059A06.JPG']","['033', '018', '060', '059']","['21', '22', '20', '6']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
76,"['049A10.JPG', '060A07.JPG', '076A07.JPG', '065A04.JPG']","['049', '060', '076', '065']","['10', '7', '7', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
74,"['082A21.JPG', '009A22b.JPG', '064A10.JPG', '017A07.JPG']","['082', '009', '064', '017']","['21', '22', '10', '7']","['17-24', '17-24', '04-11', '04-11']","""17-24"""
20,"['043A19.JPG', '030A18.JPG', '067A17.JPG', '046A20.JPG']","['043', '030', '067', '046']","['19', '18', '17', '20']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
176,"['053A11.JPG', '022A07.JPG', '073A07.JPG', '056A06.JPG']","['053', '022', '073', '056']","['11', '7', '7', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
59,"['050A00.JPG', '016A03.JPG', '040A00.JPG', '063A00.JPG']","['050', '016', '040', '063']","['0', '3', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
125,"['065A03b.JPG', '073A03.JPG', '019A00.JPG', '010A01.JPG']","['065', '073', '019', '010']","['3', '3', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
114,"['004A53.JPG', '006A67.JPG', '067A39.JPG', '012A24.JPG']","['004', '006', '067', '012']","['53', '67', '39', '24']","['41+', '41+', '25-40', '17-24']","""41+"""
69,"['080A12.JPG', '008A16.JPG', '038A04.JPG', '029A01.JPG']","['080', '008', '038', '029']","['12', '16', '4', '1']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
122,"['013A19.JPG', '030A17.JPG', '080A13.JPG', '003A18.JPG']","['013', '030', '080', '003']","['19', '17', '13', '18']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
119,"['081A01.JPG', '075A02.JPG', '066A00.JPG', '039A02.JPG']","['081', '075', '066', '039']","['1', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
16,"['079A11.JPG', '026A07.JPG', '030A05.JPG', '054A00.JPG']","['079', '026', '030', '054']","['11', '7', '5', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
39,"['008A12.JPG', '049A15.JPG', '074A07.JPG', '052A07.JPG']","['008', '049', '074', '052']","['12', '15', '7', '7']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
71,"['041A02.JPG', '078A02.JPG', '074A00.JPG', '021A03.JPG']","['041', '078', '074', '021']","['2', '2', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
41,"['076A01.JPG', '013A00.JPG', '063A02.JPG', '057A00.JPG']","['076', '013', '063', '057']","['1', '0', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
149,"['061A30.JPG', '008A33.JPG', '046A06.JPG', '062A18.JPG']","['061', '008', '046', '062']","['30', '33', '6', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
50,"['044A18.JPG', '037A18.JPG', '046A16.JPG', '005A18.JPG']","['044', '037', '046', '005']","['18', '18', '16', '18']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
114,"['004A53.JPG', '006A67.JPG', '067A39.JPG', '012A24.JPG']","['004', '006', '067', '012']","['53', '67', '39', '24']","['41+', '41+', '25-40', '17-24']","""41+"""
31,"['082A31.JPG', '047A27.JPG', '030A23.JPG', '003A35.JPG']","['082', '047', '030', '003']","['31', '27', '23', '35']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
188,"['022A18.JPG', '042A20.JPG', '063A22.JPG', '061A07.JPG']","['022', '042', '063', '061']","['18', '20', '22', '7']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
115,"['002A38.JPG', '027A25.JPG', '011A05.JPG', '040A19.JPG']","['002', '027', '011', '040']","['38', '25', '5', '19']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
60,"['062A41.JPG', '039A52.JPG', '022A14.JPG', '045A12.JPG']","['062', '039', '022', '045']","['41', '52', '14', '12']","['41+', '41+', '12-16', '12-16']","""41+"""
135,"['073A04.JPG', '066A04.JPG', '036A01.JPG', '063A08.JPG']","['073', '066', '036', '063']","['4', '4', '1', '8']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
186,"['010A06.JPG', '041A09.JPG', '046A10.JPG', '057A07.JPG']","['010', '041', '046', '057']","['6', '9', '10', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
32,"['067A21.JPG', '017A17.JPG', '038A00.JPG', '065A07b.JPG']","['067', '017', '038', '065']","['21', '17', '0', '7']","['17-24', '17-24', '00-03', '04-11']","""17-24"""
109,"['002A26.JPG', '005A31.JPG', '072A25.JPG', '035A08.JPG']","['002', '005', '072', '035']","['26', '31', '25', '8']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
152,"['055A08.JPG', '066A08.JPG', '022A11.JPG', '051A05.JPG']","['055', '066', '022', '051']","['8', '8', '11', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
167,"['050A14.JPG', '022A16.JPG', '043A15.JPG', '045A08.JPG']","['050', '022', '043', '045']","['14', '16', '15', '8']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
140,"['081A08.JPG', '075A06.JPG', '031A06.JPG', '024A10.JPG']","['081', '075', '031', '024']","['8', '6', '6', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
119,"['081A01.JPG', '075A02.JPG', '066A00.JPG', '039A02.JPG']","['081', '075', '066', '039']","['1', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
91,"['018A29.JPG', '024A30.JPG', '016A01.JPG', '032A10.JPG']","['018', '024', '016', '032']","['29', '30', '1', '10']","['25-40', '25-40', '00-03', '04-11']","""25-40"""
3,"['009A16b.JPG', '061A15.JPG', '070A12.JPG', '021A05.JPG']","['009', '061', '070', '021']","['16', '15', '12', '5']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
107,"['042A00.JPG', '037A01.JPG', '080A00.JPG', '035A00.JPG']","['042', '037', '080', '035']","['0', '1', '0', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
