,img_name,subject,age,age_group,age_group_bag
175,"['048A33.JPG', '001A29.JPG', '057A23.JPG', '061A26.JPG']","['048', '001', '057', '061']","['33', '29', '23', '26']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
186,"['015A05.JPG', '052A04.JPG', '060A05.JPG', '017A05.JPG']","['015', '052', '060', '017']","['5', '4', '5', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
170,"['058A05.JPG', '009A11.JPG', '076A04.JPG', '064A10.JPG']","['058', '009', '076', '064']","['5', '11', '4', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
147,"['024A25.JPG', '032A33.JPG', '046A18.JPG', '019A30.JPG']","['024', '032', '046', '019']","['25', '33', '18', '30']","['25-40', '25-40', '17-24', '25-40']","""25-40"""
46,"['059A07.JPG', '022A07.JPG', '019A00.JPG', '074A04.JPG']","['059', '022', '019', '074']","['7', '7', '0', '4']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
1,"['017A32.JPG', '017A26.JPG', '034A16.JPG', '002A31.JPG']","['017', '017', '034', '002']","['32', '26', '16', '31']","['25-40', '25-40', '12-16', '25-40']","""25-40"""
193,"['007A38.JPG', '067A39.JPG', '019A27.JPG', '006A40.JPG']","['007', '067', '019', '006']","['38', '39', '27', '40']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
96,"['003A60.JPG', '004A53.JPG', '022A16.JPG', '014A30.JPG']","['003', '004', '022', '014']","['60', '53', '16', '30']","['41+', '41+', '12-16', '25-40']","""41+"""
34,"['051A08.JPG', '053A04.JPG', '054A04.JPG', '040A05.JPG']","['051', '053', '054', '040']","['8', '4', '4', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
95,"['081A00.JPG', '054A00.JPG', '038A03.JPG', '063A00.JPG']","['081', '054', '038', '063']","['0', '0', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
65,"['078A02.JPG', '070A02.JPG', '046A01.JPG', '066A03.JPG']","['078', '070', '046', '066']","['2', '2', '1', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
94,"['074A05.JPG', '058A10.JPG', '042A04.JPG', '026A06.JPG']","['074', '058', '042', '026']","['5', '10', '4', '6']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
110,"['064A19.JPG', '054A19.JPG', '078A04.JPG', '052A17.JPG']","['064', '054', '078', '052']","['19', '19', '4', '17']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
29,"['078A01.JPG', '064A01.JPG', '043A03.JPG', '071A00.JPG']","['078', '064', '043', '071']","['1', '1', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
120,"['038A34.JPG', '033A25.JPG', '053A10.JPG', '019A15.JPG']","['038', '033', '053', '019']","['34', '25', '10', '15']","['25-40', '25-40', '04-11', '12-16']","""25-40"""
194,"['012A23.JPG', '076A17.JPG', '054A18.JPG', '067A14.JPG']","['012', '076', '054', '067']","['23', '17', '18', '14']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
38,"['027A20.JPG', '082A22.JPG', '039A15.JPG', '081A11.JPG']","['027', '082', '039', '081']","['20', '22', '15', '11']","['17-24', '17-24', '12-16', '04-11']","""17-24"""
132,"['029A16.JPG', '078A13.JPG', '074A09.JPG', '077A04.JPG']","['029', '078', '074', '077']","['16', '13', '9', '4']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
194,"['012A23.JPG', '076A17.JPG', '054A18.JPG', '067A14.JPG']","['012', '076', '054', '067']","['23', '17', '18', '14']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
5,"['035A00.JPG', '076A03.JPG', '076A00.JPG', '037A02.JPG']","['035', '076', '076', '037']","['0', '3', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
165,"['034A13.JPG', '080A14.JPG', '027A11.JPG', '050A06.JPG']","['034', '080', '027', '050']","['13', '14', '11', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
91,"['007A39.JPG', '028A26.JPG', '055A23.JPG', '039A02.JPG']","['007', '028', '055', '039']","['39', '26', '23', '2']","['25-40', '25-40', '17-24', '00-03']","""25-40"""
14,"['025A22.JPG', '024A19.JPG', '036A19.JPG', '046A04.JPG']","['025', '024', '036', '046']","['22', '19', '19', '4']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
119,"['053A01.JPG', '075A01.JPG', '059A02b.JPG', '060A02.JPG']","['053', '075', '059', '060']","['1', '1', '2', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
133,"['047A09.JPG', '009A09.JPG', '053A06.JPG', '010A09.JPG']","['047', '009', '053', '010']","['9', '9', '6', '9']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
107,"['056A01.JPG', '041A00.JPG', '069A02.JPG', '016A03.JPG']","['056', '041', '069', '016']","['1', '0', '2', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
70,"['074A11.JPG', '038A08.JPG', '033A10.JPG', '031A03.JPG']","['074', '038', '033', '031']","['11', '8', '10', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
111,"['070A12.JPG', '014A14.JPG', '049A16.JPG', '074A14.JPG']","['070', '014', '049', '074']","['12', '14', '16', '14']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
84,"['013A44.JPG', '006A55.JPG', '072A45.JPG', '014A22.JPG']","['013', '006', '072', '014']","['44', '55', '45', '22']","['41+', '41+', '41+', '17-24']","""41+"""
