,img_name,subject,age,age_group,age_group_bag
94,"['065A10.JPG', '016A07.JPG', '037A08.JPG', '074A00.JPG']","['065', '016', '037', '074']","['10', '7', '8', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
173,"['062A35.JPG', '028A37.JPG', '006A31.JPG', '064A10.JPG']","['062', '028', '006', '064']","['35', '37', '31', '10']","['25-40', '25-40', '25-40', '04-11']","""25-40"""
132,"['075A10.JPG', '078A10.JPG', '077A09.JPG', '044A05.JPG']","['075', '078', '077', '044']","['10', '10', '9', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
65,"['026A02.JPG', '076A03.JPG', '058A01.JPG', '056A02.JPG']","['026', '076', '058', '056']","['2', '3', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
65,"['026A02.JPG', '076A03.JPG', '058A01.JPG', '056A02.JPG']","['026', '076', '058', '056']","['2', '3', '1', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
29,"['076A00.JPG', '065A02b.JPG', '066A00.JPG', '015A01.JPG']","['076', '065', '066', '015']","['0', '2', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
177,"['062A30.JPG', '011A34.JPG', '032A15.JPG', '005A40.JPG']","['062', '011', '032', '005']","['30', '34', '15', '40']","['25-40', '25-40', '12-16', '25-40']","""25-40"""
102,"['004A51.JPG', '003A61.JPG', '018A11.JPG', '061A10.JPG']","['004', '003', '018', '061']","['51', '61', '11', '10']","['41+', '41+', '04-11', '04-11']","""41+"""
148,"['061A06.JPG', '078A05.JPG', '031A09.JPG', '076A08.JPG']","['061', '078', '031', '076']","['6', '5', '9', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
51,"['069A13.JPG', '032A13.JPG', '056A03.JPG', '060A08.JPG']","['069', '032', '056', '060']","['13', '13', '3', '8']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
69,"['013A16.JPG', '043A15.JPG', '001A14.JPG', '049A06.JPG']","['013', '043', '001', '049']","['16', '15', '14', '6']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
45,"['048A16.JPG', '001A16.JPG', '076A02.JPG', '023A07.JPG']","['048', '001', '076', '023']","['16', '16', '2', '7']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
41,"['048A00.JPG', '053A03.JPG', '062A03.JPG', '046A01.JPG']","['048', '053', '062', '046']","['0', '3', '3', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
178,"['061A17.JPG', '040A19.JPG', '026A07.JPG', '054A17.JPG']","['061', '040', '026', '054']","['17', '19', '7', '17']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
111,"['048A15.JPG', '020A16.JPG', '019A00.JPG', '022A11.JPG']","['048', '020', '019', '022']","['15', '16', '0', '11']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
