,img_name,subject,age,age_group,age_group_bag
135,"['010A07b.JPG', '051A08.JPG', '035A08.JPG', '002A05.JPG']","['010', '051', '035', '002']","['7', '8', '8', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
65,"['071A00.JPG', '081A00.JPG', '007A01.JPG', '068A00.JPG']","['071', '081', '007', '068']","['0', '0', '1', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
49,"['028A37.JPG', '048A27.JPG', '041A09.JPG', '016A18.JPG']","['028', '048', '041', '016']","['37', '27', '9', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
54,"['028A41.JPG', '006A67.JPG', '082A00.JPG', '063A22.JPG']","['028', '006', '082', '063']","['41', '67', '0', '22']","['41+', '41+', '00-03', '17-24']","""41+"""
40,"['001A08.JPG', '027A11.JPG', '072A07.JPG', '008A08.JPG']","['001', '027', '072', '008']","['8', '11', '7', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
197,"['032A28.JPG', '002A29.JPG', '022A26.JPG', '018A34.JPG']","['032', '002', '022', '018']","['28', '29', '26', '34']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
30,"['062A54.JPG', '062A53.JPG', '032A13.JPG', '006A46.JPG']","['062', '062', '032', '006']","['54', '53', '13', '46']","['41+', '41+', '12-16', '41+']","""41+"""
41,"['078A02.JPG', '069A03.JPG', '056A02.JPG', '013A00.JPG']","['078', '069', '056', '013']","['2', '3', '2', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
110,"['042A18.JPG', '052A19.JPG', '033A21.JPG', '010A16.JPG']","['042', '052', '033', '010']","['18', '19', '21', '16']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
63,"['072A13.JPG', '040A16.JPG', '066A08.JPG', '023A03.JPG']","['072', '040', '066', '023']","['13', '16', '8', '3']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
10,"['081A06.JPG', '049A04.JPG', '040A03b.JPG', '060A04.JPG']","['081', '049', '040', '060']","['6', '4', '3', '4']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
128,"['043A19.JPG', '003A23.JPG', '054A10.JPG', '021A20.JPG']","['043', '003', '054', '021']","['19', '23', '10', '20']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
99,"['076A13.JPG', '036A15.JPG', '068A04.JPG', '076A05.JPG']","['076', '036', '068', '076']","['13', '15', '4', '5']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
58,"['079A11.JPG', '060A07.JPG', '001A10.JPG', '058A03.JPG']","['079', '060', '001', '058']","['11', '7', '10', '3']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
65,"['071A00.JPG', '081A00.JPG', '007A01.JPG', '068A00.JPG']","['071', '081', '007', '068']","['0', '0', '1', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
34,"['060A10.JPG', '015A05.JPG', '026A06.JPG', '056A04.JPG']","['060', '015', '026', '056']","['10', '5', '6', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
148,"['052A07.JPG', '065A07b.JPG', '042A05.JPG', '081A07.JPG']","['052', '065', '042', '081']","['7', '7', '5', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
132,"['025A39.JPG', '025A28.JPG', '039A05.JPG', '063A18.JPG']","['025', '025', '039', '063']","['39', '28', '5', '18']","['25-40', '25-40', '04-11', '17-24']","""25-40"""
70,"['036A11.JPG', '072A11.JPG', '016A07.JPG', '065A04.JPG']","['036', '072', '016', '065']","['11', '11', '7', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
35,"['038A03.JPG', '025A00.JPG', '002A03.JPG', '076A00.JPG']","['038', '025', '002', '076']","['3', '0', '3', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
15,"['047A15.JPG', '074A14.JPG', '014A03.JPG', '069A05.JPG']","['047', '074', '014', '069']","['15', '14', '3', '5']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
96,"['008A41.JPG', '004A48.JPG', '018A28.JPG', '070A07.JPG']","['008', '004', '018', '070']","['41', '48', '28', '7']","['41+', '41+', '25-40', '04-11']","""41+"""
18,"['004A53.JPG', '003A51.JPG', '002A21.JPG', '048A46.JPG']","['004', '003', '002', '048']","['53', '51', '21', '46']","['41+', '41+', '17-24', '41+']","""41+"""
34,"['060A10.JPG', '015A05.JPG', '026A06.JPG', '056A04.JPG']","['060', '015', '026', '056']","['10', '5', '6', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
33,"['034A13.JPG', '036A13.JPG', '040A05.JPG', '031A11.JPG']","['034', '036', '040', '031']","['13', '13', '5', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
118,"['019A05.JPG', '059A06.JPG', '044A05.JPG', '059A04.JPG']","['019', '059', '044', '059']","['5', '6', '5', '4']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
194,"['014A40.JPG', '047A27.JPG', '067A39.JPG', '027A25.JPG']","['014', '047', '067', '027']","['40', '27', '39', '25']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
1,"['032A35.JPG', '014A30.JPG', '033A10.JPG', '053A10.JPG']","['032', '014', '033', '053']","['35', '30', '10', '10']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
123,"['012A12.JPG', '065A13.JPG', '021A11.JPG', '009A13.JPG']","['012', '065', '021', '009']","['12', '13', '11', '13']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
42,"['062A45.JPG', '003A47.JPG', '015A04.JPG', '076A09.JPG']","['062', '003', '015', '076']","['45', '47', '4', '9']","['41+', '41+', '04-11', '04-11']","""41+"""
187,"['056A12.JPG', '038A13.JPG', '061A07.JPG', '066A06b.JPG']","['056', '038', '061', '066']","['12', '13', '7', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
146,"['012A24.JPG', '004A21.JPG', '056A15.JPG', '045A18.JPG']","['012', '004', '056', '045']","['24', '21', '15', '18']","['17-24', '17-24', '12-16', '17-24']","""17-24"""
63,"['072A13.JPG', '040A16.JPG', '066A08.JPG', '023A03.JPG']","['072', '040', '066', '023']","['13', '16', '8', '3']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
20,"['028A20.JPG', '052A20.JPG', '002A20.JPG', '008A18.JPG']","['028', '052', '002', '008']","['20', '20', '20', '18']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
180,"['049A08.JPG', '065A10.JPG', '076A10.JPG', '071A10.JPG']","['049', '065', '076', '071']","['8', '10', '10', '10']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
153,"['018A29.JPG', '082A27.JPG', '048A10.JPG', '012A07.JPG']","['018', '082', '048', '012']","['29', '27', '10', '7']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
54,"['028A41.JPG', '006A67.JPG', '082A00.JPG', '063A22.JPG']","['028', '006', '082', '063']","['41', '67', '0', '22']","['41+', '41+', '00-03', '17-24']","""41+"""
197,"['032A28.JPG', '002A29.JPG', '022A26.JPG', '018A34.JPG']","['032', '002', '022', '018']","['28', '29', '26', '34']","['25-40', '25-40', '25-40', '25-40']","""25-40"""
65,"['071A00.JPG', '081A00.JPG', '007A01.JPG', '068A00.JPG']","['071', '081', '007', '068']","['0', '0', '1', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
51,"['040A12.JPG', '080A14.JPG', '069A02.JPG', '078A13.JPG']","['040', '080', '069', '078']","['12', '14', '2', '13']","['12-16', '12-16', '00-03', '12-16']","""12-16"""
176,"['081A05.JPG', '077A04.JPG', '070A06.JPG', '057A07.JPG']","['081', '077', '070', '057']","['5', '4', '6', '7']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
83,"['008A03.JPG', '080A03.JPG', '053A03.JPG', '034A02.JPG']","['008', '080', '053', '034']","['3', '3', '3', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
57,"['031A15.JPG', '068A13.JPG', '024A10.JPG', '056A06.JPG']","['031', '068', '024', '056']","['15', '13', '10', '6']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
47,"['035A00.JPG', '046A00.JPG', '029A01.JPG', '036A00.JPG']","['035', '046', '029', '036']","['0', '0', '1', '0']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
179,"['010A12.JPG', '078A15.JPG', '080A05.JPG', '017A07.JPG']","['010', '078', '080', '017']","['12', '15', '5', '7']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
150,"['041A24.JPG', '029A22.JPG', '003A20.JPG', '020A04.JPG']","['041', '029', '003', '020']","['24', '22', '20', '4']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
127,"['028A34.JPG', '017A29.JPG', '065A12.JPG', '082A16.JPG']","['028', '017', '065', '082']","['34', '29', '12', '16']","['25-40', '25-40', '12-16', '12-16']","""25-40"""
