,img_name,subject,age,age_group,age_group_bag
181,"['046A18.JPG', '029A23.JPG', '061A18.JPG', '047A18.JPG']","['046', '029', '061', '047']","['18', '23', '18', '18']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
65,"['074A03.JPG', '080A02.JPG', '071A00.JPG', '054A02.JPG']","['074', '080', '071', '054']","['3', '2', '0', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
24,"['003A61.JPG', '011A42.JPG', '049A16.JPG', '033A05.JPG']","['003', '011', '049', '033']","['61', '42', '16', '5']","['41+', '41+', '12-16', '04-11']","""41+"""
172,"['008A31.JPG', '004A26.JPG', '056A12.JPG', '043A04.JPG']","['008', '004', '056', '043']","['31', '26', '12', '4']","['25-40', '25-40', '12-16', '04-11']","""25-40"""
99,"['031A14.JPG', '013A16.JPG', '065A12.JPG', '076A04.JPG']","['031', '013', '065', '076']","['14', '16', '12', '4']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
50,"['007A23.JPG', '054A17.JPG', '001A22.JPG', '078A14.JPG']","['007', '054', '001', '078']","['23', '17', '22', '14']","['17-24', '17-24', '17-24', '12-16']","""17-24"""
66,"['013A41.JPG', '001A43a.JPG', '057A23.JPG', '051A08.JPG']","['013', '001', '057', '051']","['41', '43', '23', '8']","['41+', '41+', '17-24', '04-11']","""41+"""
163,"['010A10.JPG', '032A08.JPG', '077A04.JPG', '049A08.JPG']","['010', '032', '077', '049']","['10', '8', '4', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
30,"['048A49.JPG', '006A61.JPG', '081A05.JPG', '061A25.JPG']","['048', '006', '081', '061']","['49', '61', '5', '25']","['41+', '41+', '04-11', '25-40']","""41+"""
27,"['034A13.JPG', '002A16.JPG', '059A04.JPG', '053A03.JPG']","['034', '002', '059', '053']","['13', '16', '4', '3']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
163,"['010A10.JPG', '032A08.JPG', '077A04.JPG', '049A08.JPG']","['010', '032', '077', '049']","['10', '8', '4', '8']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
