,img_name,subject,age,age_group,age_group_bag
167,"['011A17.JPG', '063A18.JPG', '034A16.JPG', '047A12.JPG']","['011', '063', '034', '047']","['17', '18', '16', '12']","['17-24', '17-24', '12-16', '12-16']","""17-24"""
140,"['049A16.JPG', '016A12.JPG', '059A16.JPG', '016A07.JPG']","['049', '016', '059', '016']","['16', '12', '16', '7']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
73,"['033A35.JPG', '028A28.JPG', '002A07.JPG', '078A04.JPG']","['033', '028', '002', '078']","['35', '28', '7', '4']","['25-40', '25-40', '04-11', '04-11']","""25-40"""
32,"['017A17.JPG', '046A20.JPG', '007A23.JPG', '045A03.JPG']","['017', '046', '007', '045']","['17', '20', '23', '3']","['17-24', '17-24', '17-24', '00-03']","""17-24"""
142,"['072A25.JPG', '034A39.JPG', '025A12.JPG', '044A25.JPG']","['072', '034', '025', '044']","['25', '39', '12', '25']","['25-40', '25-40', '12-16', '25-40']","""25-40"""
99,"['023A16.JPG', '056A12.JPG', '055A05.JPG', '078A13.JPG']","['023', '056', '055', '078']","['16', '12', '5', '13']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
40,"['010A07b.JPG', '077A04.JPG', '008A03.JPG', '068A04.JPG']","['010', '077', '008', '068']","['7', '4', '3', '4']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
72,"['006A42.JPG', '007A45.JPG', '018A28.JPG', '040A06.JPG']","['006', '007', '018', '040']","['42', '45', '28', '6']","['41+', '41+', '25-40', '04-11']","""41+"""
125,"['071A00.JPG', '069A00.JPG', '009A03.JPG', '053A03.JPG']","['071', '069', '009', '053']","['0', '0', '3', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
168,"['044A13.JPG', '054A16.JPG', '032A08.JPG', '017A12.JPG']","['044', '054', '032', '017']","['13', '16', '8', '12']","['12-16', '12-16', '04-11', '12-16']","""12-16"""
51,"['074A15.JPG', '008A13.JPG', '065A03b.JPG', '074A06.JPG']","['074', '008', '065', '074']","['15', '13', '3', '6']","['12-16', '12-16', '00-03', '04-11']","""12-16"""
85,"['067A39.JPG', '013A25.JPG', '004A28.JPG', '040A12.JPG']","['067', '013', '004', '040']","['39', '25', '28', '12']","['25-40', '25-40', '25-40', '12-16']","""25-40"""
53,"['009A00.JPG', '013A00.JPG', '075A02.JPG', '053A02.JPG']","['009', '013', '075', '053']","['0', '0', '2', '2']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
10,"['002A04.JPG', '080A08.JPG', '019A05.JPG', '074A00.JPG']","['002', '080', '019', '074']","['4', '8', '5', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
122,"['019A23.JPG', '034A21.JPG', '016A05.JPG', '060A20.JPG']","['019', '034', '016', '060']","['23', '21', '5', '20']","['17-24', '17-24', '04-11', '17-24']","""17-24"""
193,"['046A17.JPG', '041A20.JPG', '046A18.JPG', '061A19.JPG']","['046', '041', '046', '061']","['17', '20', '18', '19']","['17-24', '17-24', '17-24', '17-24']","""17-24"""
74,"['035A23b.JPG', '013A21.JPG', '020A22.JPG', '042A04.JPG']","['035', '013', '020', '042']","['23', '21', '22', '4']","['17-24', '17-24', '17-24', '04-11']","""17-24"""
137,"['080A04.JPG', '042A05.JPG', '059A07.JPG', '069A05.JPG']","['080', '042', '059', '069']","['4', '5', '7', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
57,"['078A14.JPG', '002A15.JPG', '043A04.JPG', '037A08.JPG']","['078', '002', '043', '037']","['14', '15', '4', '8']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
75,"['047A15.JPG', '051A14.JPG', '079A05.JPG', '053A11.JPG']","['047', '051', '079', '053']","['15', '14', '5', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
119,"['075A03.JPG', '077A01.JPG', '030A00.JPG', '081A01.JPG']","['075', '077', '030', '081']","['3', '1', '0', '1']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
59,"['050A03.JPG', '053A01.JPG', '050A00.JPG', '056A03.JPG']","['050', '053', '050', '056']","['3', '1', '0', '3']","['00-03', '00-03', '00-03', '00-03']","""00-03"""
144,"['067A14.JPG', '080A13.JPG', '072A14.JPG', '068A13.JPG']","['067', '080', '072', '068']","['14', '13', '14', '13']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
16,"['031A06.JPG', '054A06.JPG', '073A06.JPG', '063A02.JPG']","['031', '054', '073', '063']","['6', '6', '6', '2']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
91,"['004A37.JPG', '082A31.JPG', '025A15.JPG', '018A29.JPG']","['004', '082', '025', '018']","['37', '31', '15', '29']","['25-40', '25-40', '12-16', '25-40']","""25-40"""
120,"['045A43.JPG', '003A58.JPG', '011A27.JPG', '045A19.JPG']","['045', '003', '011', '045']","['43', '58', '27', '19']","['41+', '41+', '25-40', '17-24']","""41+"""
0,"['047A45.JPG', '039A50.JPG', '012A23.JPG', '027A25.JPG']","['047', '039', '012', '027']","['45', '50', '23', '25']","['41+', '41+', '17-24', '25-40']","""41+"""
10,"['002A04.JPG', '080A08.JPG', '019A05.JPG', '074A00.JPG']","['002', '080', '019', '074']","['4', '8', '5', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
40,"['010A07b.JPG', '077A04.JPG', '008A03.JPG', '068A04.JPG']","['010', '077', '008', '068']","['7', '4', '3', '4']","['04-11', '04-11', '00-03', '04-11']","""04-11"""
