,img_name,subject,age,age_group,age_group_bag
31,"['006A36.JPG', '025A34.JPG', '070A00.JPG', '056A15.JPG']","['006', '025', '070', '056']","['36', '34', '0', '15']","['25-40', '25-40', '00-03', '12-16']","""25-40"""
109,"['002A38.JPG', '011A40.JPG', '072A13.JPG', '040A12.JPG']","['002', '011', '072', '040']","['38', '40', '13', '12']","['25-40', '25-40', '12-16', '12-16']","""25-40"""
48,"['048A46.JPG', '006A42.JPG', '061A07.JPG', '062A54.JPG']","['048', '006', '061', '062']","['46', '42', '7', '54']","['41+', '41+', '04-11', '41+']","""41+"""
108,"['014A42.JPG', '004A62.JPG', '073A04.JPG', '008A21.JPG']","['014', '004', '073', '008']","['42', '62', '4', '21']","['41+', '41+', '04-11', '17-24']","""41+"""
19,"['021A39.JPG', '025A28.JPG', '019A00.JPG', '065A07a.JPG']","['021', '025', '019', '065']","['39', '28', '0', '7']","['25-40', '25-40', '00-03', '04-11']","""25-40"""
189,"['078A11.JPG', '051A08.JPG', '066A10.JPG', '002A05.JPG']","['078', '051', '066', '002']","['11', '8', '10', '5']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
30,"['006A46.JPG', '006A61.JPG', '074A12.JPG', '031A16.JPG']","['006', '006', '074', '031']","['46', '61', '12', '16']","['41+', '41+', '12-16', '12-16']","""41+"""
151,"['020A20.JPG', '019A23.JPG', '047A11.JPG', '034A15.JPG']","['020', '019', '047', '034']","['20', '23', '11', '15']","['17-24', '17-24', '04-11', '12-16']","""17-24"""
94,"['064A04.JPG', '049A05.JPG', '008A06.JPG', '077A11.JPG']","['064', '049', '008', '077']","['4', '5', '6', '11']","['04-11', '04-11', '04-11', '04-11']","""04-11"""
14,"['019A18.JPG', '055A23.JPG', '026A11.JPG', '076A02.JPG']","['019', '055', '026', '076']","['18', '23', '11', '2']","['17-24', '17-24', '04-11', '00-03']","""17-24"""
111,"['032A15.JPG', '076A16.JPG', '052A10.JPG', '040A05.JPG']","['032', '076', '052', '040']","['15', '16', '10', '5']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
45,"['079A13.JPG', '025A15.JPG', '020A16.JPG', '036A08.JPG']","['079', '025', '020', '036']","['13', '15', '16', '8']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
33,"['060A12.JPG', '077A12.JPG', '053A10.JPG', '054A00.JPG']","['060', '077', '053', '054']","['12', '12', '10', '0']","['12-16', '12-16', '04-11', '00-03']","""12-16"""
10,"['016A07.JPG', '073A05.JPG', '016A04.JPG', '068A00.JPG']","['016', '073', '016', '068']","['7', '5', '4', '0']","['04-11', '04-11', '04-11', '00-03']","""04-11"""
39,"['051A16.JPG', '050A14.JPG', '014A14.JPG', '033A14.JPG']","['051', '050', '014', '033']","['16', '14', '14', '14']","['12-16', '12-16', '12-16', '12-16']","""12-16"""
188,"['044A13.JPG', '016A14.JPG', '051A15.JPG', '012A07.JPG']","['044', '016', '051', '012']","['13', '14', '15', '7']","['12-16', '12-16', '12-16', '04-11']","""12-16"""
108,"['014A42.JPG', '004A62.JPG', '073A04.JPG', '008A21.JPG']","['014', '004', '073', '008']","['42', '62', '4', '21']","['41+', '41+', '04-11', '17-24']","""41+"""
54,"['028A41.JPG', '001A43b.JPG', '020A22.JPG', '009A22b.JPG']","['028', '001', '020', '009']","['41', '43', '22', '22']","['41+', '41+', '17-24', '17-24']","""41+"""
168,"['051A14.JPG', '064A15.JPG', '011A05.JPG', '076A11.JPG']","['051', '064', '011', '076']","['14', '15', '5', '11']","['12-16', '12-16', '04-11', '04-11']","""12-16"""
